variables (c1 c2 c3 c4 c5 c6 c7 c8 c9 c10)
action reboot10
	c1 (c1 (c2 (c3 (c4 (c5 (c6 (c7 (c8 (c9 (c10 ([1.0]) ([0.287362]) ) ([0.287362]) ) ([0.287362]) ) ([0.287362]) ) ([0.287362]) ) ([0.287362]) ) ([0.287362]) ) ([0.287362]) ) ([0.287362]) ) (c10 ([0.976179]) ([0.488089]) ) )
	c2 (c2 (c3 (c4 (c5 (c6 (c7 (c8 (c9 (c10 (c1 ([1.0]) ([0.314917]) ) ([0.314917]) ) ([0.314917]) ) ([0.314917]) ) ([0.314917]) ) ([0.314917]) ) ([0.314917]) ) ([0.314917]) ) ([0.314917]) ) (c1 ([0.107431]) ([0.053716]) ) )
	c3 (c3 (c1 (c4 (c5 (c6 (c7 (c8 (c9 (c10 (c2 ([1.0]) ([0.230109]) ) ([0.230109]) ) ([0.230109]) ) ([0.230109]) ) ([0.230109]) ) ([0.230109]) ) ([0.230109]) ) ([0.230109]) ) ([0.230109]) ) (c2 ([0.347318]) ([0.173659]) ) )
	c4 (c4 (c1 (c2 (c5 (c6 (c7 (c8 (c9 (c10 (c3 ([1.0]) ([0.301500]) ) ([0.301500]) ) ([0.301500]) ) ([0.301500]) ) ([0.301500]) ) ([0.301500]) ) ([0.301500]) ) ([0.301500]) ) ([0.301500]) ) (c3 ([0.075982]) ([0.037991]) ) )
	c5 (c5 (c1 (c2 (c3 (c6 (c7 (c8 (c9 (c10 (c4 ([1.0]) ([0.371904]) ) ([0.371904]) ) ([0.371904]) ) ([0.371904]) ) ([0.371904]) ) ([0.371904]) ) ([0.371904]) ) ([0.371904]) ) ([0.371904]) ) (c4 ([0.395032]) ([0.197516]) ) )
	c6 (c6 (c1 (c2 (c3 (c4 (c7 (c8 (c9 (c10 (c5 ([1.0]) ([0.416911]) ) ([0.416911]) ) ([0.416911]) ) ([0.416911]) ) ([0.416911]) ) ([0.416911]) ) ([0.416911]) ) ([0.416911]) ) ([0.416911]) ) (c5 ([0.632680]) ([0.316340]) ) )
	c7 (c7 (c1 (c2 (c3 (c4 (c5 (c8 (c9 (c10 (c6 ([1.0]) ([0.393670]) ) ([0.393670]) ) ([0.393670]) ) ([0.393670]) ) ([0.393670]) ) ([0.393670]) ) ([0.393670]) ) ([0.393670]) ) ([0.393670]) ) (c6 ([0.653726]) ([0.326863]) ) )
	c8 (c8 (c1 (c2 (c3 (c4 (c5 (c6 (c9 (c10 (c7 ([1.0]) ([0.271656]) ) ([0.271656]) ) ([0.271656]) ) ([0.271656]) ) ([0.271656]) ) ([0.271656]) ) ([0.271656]) ) ([0.271656]) ) ([0.271656]) ) (c7 ([0.369596]) ([0.184798]) ) )
	c9 (c9 (c1 (c2 (c3 (c4 (c5 (c6 (c7 (c10 (c8 ([1.0]) ([0.129944]) ) ([0.129944]) ) ([0.129944]) ) ([0.129944]) ) ([0.129944]) ) ([0.129944]) ) ([0.129944]) ) ([0.129944]) ) ([0.129944]) ) (c8 ([0.425716]) ([0.212858]) ) )
	c10 ([1.00])
endaction
action reboot1
	c1 ([1.00])
